sport;year;state;gp;bp;gr;br;Row ;Column
Skiing -- Cross Country;2007/2008;MD;0;0;0;0;4;8,5
Judo;2007/2008;MD;0;0;0;0;4;8,5
Riflery;2007/2008;MD;0;0;0;0;4;8,5
Equestrian;2007/2008;MD;0;0;0;0;4;8,5
Decathlon;2007/2008;MD;0;0;0;0;4;8,5
Adapted Bowling;2007/2008;MD;0;0;0;0;4;8,5
Football -- 8-player;2007/2008;MD;0;0;0;0;4;8,5
Adapted Soccer;2007/2008;MD;0;0;0;0;4;8,5
Other 1:;2007/2008;MD;0;0;0;0;4;8,5
Flag Football;2007/2008;MD;0;0;0;0;4;8,5
Fencing;2007/2008;MD;0;0;0;0;4;8,5
Football -- 9-player;2007/2008;MD;0;0;0;0;4;8,5
Football -- 6-player;2007/2008;MD;0;0;0;0;4;8,5
Rythmic Gymnastics;2007/2008;MD;0;0;0;0;4;8,5
Water Polo;2007/2008;MD;0;0;0;0;4;8,5
Snowboarding;2007/2008;MD;0;0;0;0;4;8,5
Canoeing;2007/2008;MD;0;0;0;0;4;8,5
Softball -- Slow Pitch;2007/2008;MD;0;0;0;0;4;8,5
Team Tennis;2007/2008;MD;0;0;0;0;4;8,5
Soccer;2007/2008;ME;4117;4221;0,156617339;0,139851567;0;11,5
Basketball;2007/2008;ME;3402;3995;0,129417583;0,13236366;0;11,5
Softball -- Fast Pitch;2007/2008;ME;3039;0;0,115608476;0;0;11,5
Field Hockey;2007/2008;ME;2821;0;0,107315403;0;0;11,5
Track and Field -- Outdoor;2007/2008;ME;2603;2655;0,09902233;0,087966338;0;11,5
Competitive Spirit Squad;2007/2008;ME;1816;48;0,069083577;0,001590352;0;11,5
Team Tennis;2007/2008;ME;1599;1334;0,060828546;0,044198529;0;11,5
Lacrosse;2007/2008;ME;1468;1851;0,055845095;0,061327944;0;11,5
Track and Field -- Indoor;2007/2008;ME;1237;1263;0,047057481;0,041846133;0;11,5
Cross Country;2007/2008;ME;1138;1277;0,043291361;0,042309986;0;11,5
Swimming & Diving;2007/2008;ME;1007;642;0,038307909;0,021270956;0;11,5
Volleyball;2007/2008;ME;551;156;0,020960931;0,005168644;0;11,5
Ice Hockey;2007/2008;ME;467;1344;0,017765435;0,044529852;0;11,5
Skiing -- Cross Country;2007/2008;ME;288;417;0,010955986;0,013816182;0;11,5
Skiing -- Alpine;2007/2008;ME;277;435;0,010537528;0,014412564;0;11,5
Wrestling;2007/2008;ME;114;970;0,004336744;0,032138361;0;11,5
Golf;2007/2008;ME;85;1304;0,003233537;0,043204559;0;11,5
Bowling;2007/2008;ME;50;86;0,001902081;0,00284938;0;11,5
Snowboarding;2007/2008;ME;44;121;0,001673831;0,004009012;0;11,5
Weight Lifting;2007/2008;ME;38;144;0,001445581;0,004771056;0;11,5
Crew;2007/2008;ME;25;15;0,00095104;0,000496985;0;11,5
Soft Tennis;2007/2008;ME;25;31;0,00095104;0,001027102;0;11,5
Gymnastics;2007/2008;ME;24;2;0,000912999;6,62647E-05;0;11,5
Other 1:;2007/2008;ME;16;25;0,000608666;0,000828308;0;11,5
Fencing;2007/2008;ME;9;17;0,000342375;0,00056325;0;11,5
Equestrian;2007/2008;ME;8;2;0,000304333;6,62647E-05;0;11,5
Football -- 11-Player;2007/2008;ME;8;3974;0,000304333;0,131667882;0;11,5
Riflery;2007/2008;ME;6;17;0,00022825;0,00056325;0;11,5
Football -- 9-player;2007/2008;ME;3;40;0,000114125;0,001325293;0;11,5
Baseball;2007/2008;ME;2;3776;7,60832E-05;0,12510768;0;11,5
Badminton;2007/2008;ME;0;0;0;0;0;11,5
Softball -- Slow Pitch;2007/2008;ME;0;0;0;0;0;11,5
Rodeo;2007/2008;ME;0;0;0;0;0;11,5
Adapted Floor Hockey;2007/2008;ME;0;0;0;0;0;11,5
Adapted Soccer;2007/2008;ME;0;0;0;0;0;11,5
Archery;2007/2008;ME;0;0;0;0;0;11,5
Football -- 8-player;2007/2008;ME;0;0;0;0;0;11,5
Decathlon;2007/2008;ME;0;0;0;0;0;11,5
Canoeing;2007/2008;ME;0;20;0;0,000662647;0;11,5
Native Youth Olympics;2007/2008;ME;0;0;0;0;0;11,5
Other 2:;2007/2008;ME;0;0;0;0;0;11,5
Synchronized Swimming;2007/2008;ME;0;0;0;0;0;11,5
Football -- 6-player;2007/2008;ME;0;0;0;0;0;11,5
Tennis;2007/2008;ME;0;0;0;0;0;11,5
Judo;2007/2008;ME;0;0;0;0;0;11,5
Pentathlon;2007/2008;ME;0;0;0;0;0;11,5
Water Polo;2007/2008;ME;0;0;0;0;0;11,5
Adapted Softball;2007/2008;ME;0;0;0;0;0;11,5
Flag Football;2007/2008;ME;0;0;0;0;0;11,5
Adapted Bowling;2007/2008;ME;0;0;0;0;0;11,5
Heptathlon;2007/2008;ME;0;0;0;0;0;11,5
Rythmic Gymnastics;2007/2008;ME;0;0;0;0;0;11,5
Volleyball;2007/2008;MI;20881;0;0,158315327;0;2;7,5
Basketball;2007/2008;MI;18221;23159;0,138147769;0,125974358;2;7,5
Track and Field -- Outdoor;2007/2008;MI;17844;23550;0,135289435;0,128101219;2;7,5
Softball -- Fast Pitch;2007/2008;MI;15835;0;0,120057622;0;2;7,5
Soccer;2007/2008;MI;13879;14943;0,105227643;0,081283079;2;7,5
Tennis;2007/2008;MI;9472;7560;0,071814701;0,041122939;2;7,5
Cross Country;2007/2008;MI;7835;8377;0,059403313;0,045567045;2;7,5
Competitive Spirit Squad;2007/2008;MI;7381;0;0,055961181;0;2;7,5
Swimming & Diving;2007/2008;MI;6589;4882;0,049956405;0,026555845;2;7,5
Golf;2007/2008;MI;3854;7571;0,029220213;0,041182774;2;7,5
Bowling;2007/2008;MI;2539;3386;0,019250161;0,01841829;2;7,5
Lacrosse;2007/2008;MI;2016;4126;0,015284886;0,022443551;2;7,5
Equestrian;2007/2008;MI;880;128;0,006671974;0,000696261;2;7,5
Weight Lifting;2007/2008;MI;809;2188;0,006133667;0,011901718;2;7,5
Skiing -- Alpine;2007/2008;MI;690;846;0,005231434;0,004601853;2;7,5
Gymnastics;2007/2008;MI;619;0;0,004693127;0;2;7,5
Water Polo;2007/2008;MI;600;465;0,004549073;0,002529387;2;7,5
Field Hockey;2007/2008;MI;518;0;0,003927366;0;2;7,5
Crew;2007/2008;MI;503;516;0,00381364;0,002806804;2;7,5
Flag Football;2007/2008;MI;253;192;0,001918193;0,001044392;2;7,5
Track and Field -- Indoor;2007/2008;MI;242;416;0,001834793;0,00226285;2;7,5
Ice Hockey;2007/2008;MI;216;3988;0,001637666;0,021692894;2;7,5
Snowboarding;2007/2008;MI;81;190;0,000614125;0,001033513;2;7,5
Synchronized Swimming;2007/2008;MI;81;0;0,000614125;0;2;7,5
Skiing -- Cross Country;2007/2008;MI;30;33;0,000227454;0,000179505;2;7,5
Archery;2007/2008;MI;17;36;0,00012889;0,000195824;2;7,5
Riflery;2007/2008;MI;10;50;7,58179E-05;0,000271977;2;7,5
Judo;2007/2008;MI;0;0;0;0;2;7,5
Football -- 9-player;2007/2008;MI;0;168;0;0,000913843;2;7,5
Pentathlon;2007/2008;MI;0;0;0;0;2;7,5
Baseball;2007/2008;MI;0;19141;0;0,104118277;2;7,5
Native Youth Olympics;2007/2008;MI;0;0;0;0;2;7,5
Canoeing;2007/2008;MI;0;0;0;0;2;7,5
Other 1:;2007/2008;MI;0;0;0;0;2;7,5
Badminton;2007/2008;MI;0;0;0;0;2;7,5
Rodeo;2007/2008;MI;0;0;0;0;2;7,5
Adapted Floor Hockey;2007/2008;MI;0;0;0;0;2;7,5
Heptathlon;2007/2008;MI;0;0;0;0;2;7,5
Football -- 8-player;2007/2008;MI;0;0;0;0;2;7,5
Football -- 11-Player;2007/2008;MI;0;46395;0;0,252367561;2;7,5
Softball -- Slow Pitch;2007/2008;MI;0;0;0;0;2;7,5
Adapted Softball;2007/2008;MI;0;0;0;0;2;7,5
Football -- 6-player;2007/2008;MI;0;0;0;0;2;7,5
Soft Tennis;2007/2008;MI;0;0;0;0;2;7,5
Fencing;2007/2008;MI;0;0;0;0;2;7,5
Decathlon;2007/2008;MI;0;0;0;0;2;7,5
Other 2:;2007/2008;MI;0;0;0;0;2;7,5
Adapted Bowling;2007/2008;MI;0;0;0;0;2;7,5
Rythmic Gymnastics;2007/2008;MI;0;0;0;0;2;7,5
Adapted Soccer;2007/2008;MI;0;0;0;0;2;7,5
Team Tennis;2007/2008;MI;0;0;0;0;2;7,5
Wrestling;2007/2008;MI;0;11533;0;0,06273424;2;7,5
Volleyball;2007/2008;MN;15552;0;0,155251415;0;2;4,5
Track and Field -- Outdoor;2007/2008;MN;15136;15543;0,151098599;0,119658185;2;4,5
Softball -- Fast Pitch;2007/2008;MN;12513;0;0,124913899;0;2;4,5
Basketball;2007/2008;MN;12180;15460;0,12158965;0,119019208;2;4,5
Soccer;2007/2008;MN;8878;9912;0,088626676;0,076307787;2;4,5
Team Tennis;2007/2008;MN;6154;5429;0,06143372;0,041795296;2;4,5
Swimming & Diving;2007/2008;MN;5869;3558;0,058588642;0,027391355;2;4,5
Cross Country;2007/2008;MN;5264;6450;0,05254909;0,049655491;2;4,5
Golf;2007/2008;MN;4383;6574;0,043754305;0,050610108;2;4,5
Ice Hockey;2007/2008;MN;4156;6245;0,041488225;0,048077293;2;4,5
Gymnastics;2007/2008;MN;2568;0;0,02563565;0;2;4,5
Lacrosse;2007/2008;MN;2335;2433;0,023309674;0,018730513;2;4,5
Skiing -- Cross Country;2007/2008;MN;1884;1608;0,018807463;0,012379229;2;4,5
Skiing -- Alpine;2007/2008;MN;955;1162;0,009533507;0,008945687;2;4,5
Badminton;2007/2008;MN;792;0;0,007906322;0;2;4,5
Synchronized Swimming;2007/2008;MN;483;0;0,004821659;0;2;4,5
Adapted Soccer;2007/2008;MN;321;495;0,003204456;0,00381077;2;4,5
Adapted Softball;2007/2008;MN;288;444;0,002875026;0,003418145;2;4,5
Adapted Floor Hockey;2007/2008;MN;282;604;0,00281513;0,00464991;2;4,5
Adapted Bowling;2007/2008;MN;180;232;0,001796891;0,001786058;2;4,5
Judo;2007/2008;MN;0;0;0;0;2;4,5
Other 2:;2007/2008;MN;0;0;0;0;2;4,5
Field Hockey;2007/2008;MN;0;0;0;0;2;4,5
Football -- 11-Player;2007/2008;MN;0;27626;0;0,212679472;2;4,5
Equestrian;2007/2008;MN;0;0;0;0;2;4,5
Soft Tennis;2007/2008;MN;0;0;0;0;2;4,5
Track and Field -- Indoor;2007/2008;MN;0;0;0;0;2;4,5
Archery;2007/2008;MN;0;0;0;0;2;4,5
Native Youth Olympics;2007/2008;MN;0;0;0;0;2;4,5
Decathlon;2007/2008;MN;0;0;0;0;2;4,5
Flag Football;2007/2008;MN;0;0;0;0;2;4,5
Softball -- Slow Pitch;2007/2008;MN;0;0;0;0;2;4,5
Other 1:;2007/2008;MN;0;0;0;0;2;4,5
Competitive Spirit Squad;2007/2008;MN;0;0;0;0;2;4,5
Football -- 8-player;2007/2008;MN;0;0;0;0;2;4,5
Weight Lifting;2007/2008;MN;0;0;0;0;2;4,5
Tennis;2007/2008;MN;0;0;0;0;2;4,5
Pentathlon;2007/2008;MN;0;0;0;0;2;4,5
Rythmic Gymnastics;2007/2008;MN;0;0;0;0;2;4,5
Football -- 9-player;2007/2008;MN;0;2477;0;0,019069248;2;4,5
Rodeo;2007/2008;MN;0;0;0;0;2;4,5
Water Polo;2007/2008;MN;0;0;0;0;2;4,5
Snowboarding;2007/2008;MN;0;0;0;0;2;4,5
Football -- 6-player;2007/2008;MN;0;0;0;0;2;4,5
Heptathlon;2007/2008;MN;0;0;0;0;2;4,5
Bowling;2007/2008;MN;0;0;0;0;2;4,5
Fencing;2007/2008;MN;0;0;0;0;2;4,5
Wrestling;2007/2008;MN;0;8437;0;0,064952462;2;4,5
Canoeing;2007/2008;MN;0;0;0;0;2;4,5
Baseball;2007/2008;MN;0;15206;0;0,117063782;2;4,5
Crew;2007/2008;MN;0;0;0;0;2;4,5
Riflery;2007/2008;MN;0;0;0;0;2;4,5
Basketball;2007/2008;MO;12530;15003;0,179469184;0,147241251;4;5,5
Track and Field -- Outdoor;2007/2008;MO;11873;13763;0,170058868;0,135071741;4;5,5
Softball -- Fast Pitch;2007/2008;MO;11287;0;0,161665497;0;4;5,5
Volleyball;2007/2008;MO;11019;0;0,15782689;0;4;5,5
Soccer;2007/2008;MO;7147;7675;0,102367618;0,075323375;4;5,5
Cross Country;2007/2008;MO;4395;5161;0,062950284;0,050650676;4;5,5
Team Tennis;2007/2008;MO;3503;3478;0,050174026;0,034133511;4;5,5
Tennis;2007/2008;MO;3503;3478;0,050174026;0,034133511;4;5,5
Swimming & Diving;2007/2008;MO;2858;1940;0,040935589;0,019039394;4;5,5
Golf;2007/2008;MO;1702;4622;0,024378017;0,045360865;4;5,5
Rythmic Gymnastics;2007/2008;MO;0;0;0;0;4;5,5
Snowboarding;2007/2008;MO;0;0;0;0;4;5,5
Adapted Soccer;2007/2008;MO;0;0;0;0;4;5,5
Skiing -- Alpine;2007/2008;MO;0;0;0;0;4;5,5
Native Youth Olympics;2007/2008;MO;0;0;0;0;4;5,5
Judo;2007/2008;MO;0;0;0;0;4;5,5
Weight Lifting;2007/2008;MO;0;0;0;0;4;5,5
Football -- 11-Player;2007/2008;MO;0;23638;0;0,231986182;4;5,5
Baseball;2007/2008;MO;0;15347;0;0,150617308;4;5,5
Flag Football;2007/2008;MO;0;0;0;0;4;5,5
Field Hockey;2007/2008;MO;0;0;0;0;4;5,5
Canoeing;2007/2008;MO;0;0;0;0;4;5,5
Other 1:;2007/2008;MO;0;0;0;0;4;5,5
Adapted Bowling;2007/2008;MO;0;0;0;0;4;5,5
Softball -- Slow Pitch;2007/2008;MO;0;0;0;0;4;5,5
Other 2:;2007/2008;MO;0;0;0;0;4;5,5
Adapted Softball;2007/2008;MO;0;0;0;0;4;5,5
Football -- 8-player;2007/2008;MO;0;456;0;0,004475239;4;5,5
Archery;2007/2008;MO;0;0;0;0;4;5,5
Football -- 6-player;2007/2008;MO;0;0;0;0;4;5,5
Pentathlon;2007/2008;MO;0;0;0;0;4;5,5
Competitive Spirit Squad;2007/2008;MO;0;0;0;0;4;5,5
Track and Field -- Indoor;2007/2008;MO;0;0;0;0;4;5,5
Synchronized Swimming;2007/2008;MO;0;0;0;0;4;5,5
Fencing;2007/2008;MO;0;0;0;0;4;5,5
Heptathlon;2007/2008;MO;0;0;0;0;4;5,5
Crew;2007/2008;MO;0;0;0;0;4;5,5
Water Polo;2007/2008;MO;0;0;0;0;4;5,5
Decathlon;2007/2008;MO;0;0;0;0;4;5,5
Soft Tennis;2007/2008;MO;0;0;0;0;4;5,5
Rodeo;2007/2008;MO;0;0;0;0;4;5,5
Skiing -- Cross Country;2007/2008;MO;0;0;0;0;4;5,5
Wrestling;2007/2008;MO;0;7333;0;0,071966946;4;5,5
Equestrian;2007/2008;MO;0;0;0;0;4;5,5
Ice Hockey;2007/2008;MO;0;0;0;0;4;5,5
Gymnastics;2007/2008;MO;0;0;0;0;4;5,5
Bowling;2007/2008;MO;0;0;0;0;4;5,5
Riflery;2007/2008;MO;0;0;0;0;4;5,5
Adapted Floor Hockey;2007/2008;MO;0;0;0;0;4;5,5
Lacrosse;2007/2008;MO;0;0;0;0;4;5,5
Badminton;2007/2008;MO;0;0;0;0;4;5,5
Football -- 9-player;2007/2008;MO;0;0;0;0;4;5,5
Basketball;2007/2008;MS;6941;9826;0,185498958;0,153356328;6;6,5
Softball -- Slow Pitch;2007/2008;MS;6130;0;0,163824897;0;6;6,5
Softball -- Fast Pitch;2007/2008;MS;4580;0;0,122400983;0;6;6,5
Track and Field -- Outdoor;2007/2008;MS;4461;7612;0,119220696;0,118801991;6;6,5
Competitive Spirit Squad;2007/2008;MS;4095;0;0,109439307;0;6;6,5
Soccer;2007/2008;MS;2301;3664;0,061494468;0,057184774;6;6,5
Volleyball;2007/2008;MS;2050;0;0,054786466;0;6;6,5
Swimming & Diving;2007/2008;MS;1743;1458;0,046581859;0,022755295;6;6,5
Tennis;2007/2008;MS;1651;1983;0,044123149;0,030949074;6;6,5
Cross Country;2007/2008;MS;1375;2595;0,03674702;0,040500679;6;6,5
Weight Lifting;2007/2008;MS;835;4029;0,022315463;0,062881401;6;6,5
Track and Field -- Indoor;2007/2008;MS;513;1168;0,013709979;0,018229207;6;6,5
Golf;2007/2008;MS;391;1906;0,010449516;0,029747319;6;6,5
Bowling;2007/2008;MS;352;251;0,009407237;0,003917407;6;6,5
Equestrian;2007/2008;MS;0;0;0;0;6;6,5
Native Youth Olympics;2007/2008;MS;0;0;0;0;6;6,5
Football -- 6-player;2007/2008;MS;0;0;0;0;6;6,5
Judo;2007/2008;MS;0;0;0;0;6;6,5
Other 2:;2007/2008;MS;0;0;0;0;6;6,5
Gymnastics;2007/2008;MS;0;0;0;0;6;6,5
Field Hockey;2007/2008;MS;0;0;0;0;6;6,5
Skiing -- Alpine;2007/2008;MS;0;0;0;0;6;6,5
Wrestling;2007/2008;MS;0;19;0;0,000296537;6;6,5
Crew;2007/2008;MS;0;0;0;0;6;6,5
Riflery;2007/2008;MS;0;0;0;0;6;6,5
Synchronized Swimming;2007/2008;MS;0;0;0;0;6;6,5
Soft Tennis;2007/2008;MS;0;0;0;0;6;6,5
Rodeo;2007/2008;MS;0;0;0;0;6;6,5
Snowboarding;2007/2008;MS;0;0;0;0;6;6,5
Football -- 9-player;2007/2008;MS;0;0;0;0;6;6,5
Football -- 11-Player;2007/2008;MS;0;22302;0;0,348071731;6;6,5
Archery;2007/2008;MS;0;0;0;0;6;6,5
Flag Football;2007/2008;MS;0;0;0;0;6;6,5
Adapted Floor Hockey;2007/2008;MS;0;0;0;0;6;6,5
Team Tennis;2007/2008;MS;0;0;0;0;6;6,5
Rythmic Gymnastics;2007/2008;MS;0;0;0;0;6;6,5
Heptathlon;2007/2008;MS;0;0;0;0;6;6,5
Ice Hockey;2007/2008;MS;0;0;0;0;6;6,5
Adapted Softball;2007/2008;MS;0;0;0;0;6;6,5
Skiing -- Cross Country;2007/2008;MS;0;0;0;0;6;6,5
Football -- 8-player;2007/2008;MS;0;49;0;0,000764753;6;6,5
Pentathlon;2007/2008;MS;0;0;0;0;6;6,5
Fencing;2007/2008;MS;0;0;0;0;6;6,5
Adapted Bowling;2007/2008;MS;0;0;0;0;6;6,5
Badminton;2007/2008;MS;0;0;0;0;6;6,5
Decathlon;2007/2008;MS;0;0;0;0;6;6,5
Water Polo;2007/2008;MS;0;0;0;0;6;6,5
Lacrosse;2007/2008;MS;0;0;0;0;6;6,5
Adapted Soccer;2007/2008;MS;0;0;0;0;6;6,5
Other 1:;2007/2008;MS;0;0;0;0;6;6,5
Canoeing;2007/2008;MS;0;0;0;0;6;6,5
Baseball;2007/2008;MS;0;7211;0;0,112543505;6;6,5
Volleyball;2007/2008;MT;3720;0;0,257172485;0;2;2,5
Basketball;2007/2008;MT;3260;3798;0,225371587;0,201549565;2;2,5
Track and Field -- Outdoor;2007/2008;MT;2579;3508;0,17829243;0,186160051;2;2,5
Softball -- Fast Pitch;2007/2008;MT;1190;0;0,082267542;0;2;2,5
Tennis;2007/2008;MT;1076;761;0,07438645;0,040384207;2;2,5
Cross Country;2007/2008;MT;842;880;0,058209471;0,046699215;2;2,5
Soccer;2007/2008;MT;841;891;0,058140339;0,047282955;2;2,5
Golf;2007/2008;MT;622;1205;0,043000346;0,063946084;2;2,5
Swimming & Diving;2007/2008;MT;318;196;0,0219841;0,010401189;2;2,5
Wrestling;2007/2008;MT;16;1536;0,001106118;0,081511356;2;2,5
Football -- 11-Player;2007/2008;MT;1;4796;6,91324E-05;0,25451072;2;2,5
Football -- 9-player;2007/2008;MT;0;0;0;0;2;2,5
Archery;2007/2008;MT;0;0;0;0;2;2,5
Rythmic Gymnastics;2007/2008;MT;0;0;0;0;2;2,5
Weight Lifting;2007/2008;MT;0;0;0;0;2;2,5
Flag Football;2007/2008;MT;0;0;0;0;2;2,5
Snowboarding;2007/2008;MT;0;0;0;0;2;2,5
Riflery;2007/2008;MT;0;0;0;0;2;2,5
Ice Hockey;2007/2008;MT;0;0;0;0;2;2,5
Football -- 8-player;2007/2008;MT;0;983;0;0,052165145;2;2,5
Adapted Softball;2007/2008;MT;0;0;0;0;2;2,5
Other 1:;2007/2008;MT;0;0;0;0;2;2,5
Lacrosse;2007/2008;MT;0;0;0;0;2;2,5
Pentathlon;2007/2008;MT;0;0;0;0;2;2,5
Softball -- Slow Pitch;2007/2008;MT;0;0;0;0;2;2,5
Water Polo;2007/2008;MT;0;0;0;0;2;2,5
Field Hockey;2007/2008;MT;0;0;0;0;2;2,5
Competitive Spirit Squad;2007/2008;MT;0;0;0;0;2;2,5
Baseball;2007/2008;MT;0;0;0;0;2;2,5
Crew;2007/2008;MT;0;0;0;0;2;2,5
Decathlon;2007/2008;MT;0;0;0;0;2;2,5
Rodeo;2007/2008;MT;0;0;0;0;2;2,5
Other 2:;2007/2008;MT;0;0;0;0;2;2,5
Fencing;2007/2008;MT;0;0;0;0;2;2,5
Adapted Floor Hockey;2007/2008;MT;0;0;0;0;2;2,5
Adapted Soccer;2007/2008;MT;0;0;0;0;2;2,5
Skiing -- Cross Country;2007/2008;MT;0;0;0;0;2;2,5
Track and Field -- Indoor;2007/2008;MT;0;0;0;0;2;2,5
Football -- 6-player;2007/2008;MT;0;290;0;0,015389514;2;2,5
Native Youth Olympics;2007/2008;MT;0;0;0;0;2;2,5
Team Tennis;2007/2008;MT;0;0;0;0;2;2,5
Gymnastics;2007/2008;MT;0;0;0;0;2;2,5
Skiing -- Alpine;2007/2008;MT;0;0;0;0;2;2,5
Canoeing;2007/2008;MT;0;0;0;0;2;2,5
Adapted Bowling;2007/2008;MT;0;0;0;0;2;2,5
Bowling;2007/2008;MT;0;0;0;0;2;2,5
Soft Tennis;2007/2008;MT;0;0;0;0;2;2,5
Heptathlon;2007/2008;MT;0;0;0;0;2;2,5
Badminton;2007/2008;MT;0;0;0;0;2;2,5
Equestrian;2007/2008;MT;0;0;0;0;2;2,5
Synchronized Swimming;2007/2008;MT;0;0;0;0;2;2,5
Judo;2007/2008;MT;0;0;0;0;2;2,5
Competitive Spirit Squad;2007/2008;NC;19116;0;0,228756058;0;5;9
Soccer;2007/2008;NC;10259;10299;0,122766709;0,094801955;5;9
Softball -- Fast Pitch;2007/2008;NC;9067;0;0,108502363;0;5;9
Track and Field -- Outdoor;2007/2008;NC;8911;12496;0,106635553;0,115025268;5;9
Basketball;2007/2008;NC;8380;11248;0,100281218;0,103537469;5;9
Volleyball;2007/2008;NC;8260;0;0,09884521;0;5;9
Cross Country;2007/2008;NC;4505;5885;0,05391013;0,054171231;5;9
Tennis;2007/2008;NC;4377;7360;0,052378388;0,067748557;5;9
Swimming & Diving;2007/2008;NC;4377;3188;0,052378388;0,029345435;5;9
Track and Field -- Indoor;2007/2008;NC;3080;3785;0,036857536;0,0348408;5;9
Golf;2007/2008;NC;1488;3478;0,017806498;0,032014875;5;9
Lacrosse;2007/2008;NC;1176;2151;0,014072877;0,019799884;5;9
Field Hockey;2007/2008;NC;569;0;0,006809071;0;5;9
Football -- 6-player;2007/2008;NC;0;0;0;0;5;9
Flag Football;2007/2008;NC;0;0;0;0;5;9
Snowboarding;2007/2008;NC;0;0;0;0;5;9
Football -- 8-player;2007/2008;NC;0;0;0;0;5;9
Football -- 11-Player;2007/2008;NC;0;29569;0;0,272181669;5;9
Water Polo;2007/2008;NC;0;0;0;0;5;9
Ice Hockey;2007/2008;NC;0;0;0;0;5;9
Rythmic Gymnastics;2007/2008;NC;0;0;0;0;5;9
Equestrian;2007/2008;NC;0;0;0;0;5;9
Rodeo;2007/2008;NC;0;0;0;0;5;9
Baseball;2007/2008;NC;0;10377;0;0,095519943;5;9
Archery;2007/2008;NC;0;0;0;0;5;9
Other 2:;2007/2008;NC;0;0;0;0;5;9
Native Youth Olympics;2007/2008;NC;0;0;0;0;5;9
Badminton;2007/2008;NC;0;0;0;0;5;9
Team Tennis;2007/2008;NC;0;0;0;0;5;9
Skiing -- Cross Country;2007/2008;NC;0;0;0;0;5;9
Heptathlon;2007/2008;NC;0;0;0;0;5;9
Adapted Soccer;2007/2008;NC;0;0;0;0;5;9
Pentathlon;2007/2008;NC;0;0;0;0;5;9
Riflery;2007/2008;NC;0;0;0;0;5;9
Fencing;2007/2008;NC;0;0;0;0;5;9
Adapted Floor Hockey;2007/2008;NC;0;0;0;0;5;9
Bowling;2007/2008;NC;0;0;0;0;5;9
Synchronized Swimming;2007/2008;NC;0;0;0;0;5;9
Adapted Bowling;2007/2008;NC;0;0;0;0;5;9
Softball -- Slow Pitch;2007/2008;NC;0;0;0;0;5;9
Judo;2007/2008;NC;0;0;0;0;5;9
Canoeing;2007/2008;NC;0;0;0;0;5;9
Other 1:;2007/2008;NC;0;0;0;0;5;9
Gymnastics;2007/2008;NC;0;0;0;0;5;9
Wrestling;2007/2008;NC;0;8801;0;0,081012915;5;9
Football -- 9-player;2007/2008;NC;0;0;0;0;5;9
Weight Lifting;2007/2008;NC;0;0;0;0;5;9
Adapted Softball;2007/2008;NC;0;0;0;0;5;9
Soft Tennis;2007/2008;NC;0;0;0;0;5;9
Decathlon;2007/2008;NC;0;0;0;0;5;9
Crew;2007/2008;NC;0;0;0;0;5;9
Skiing -- Alpine;2007/2008;NC;0;0;0;0;5;9
Volleyball;2007/2008;ND;3368;0;0,313185791;0;2;3,5
Basketball;2007/2008;ND;2660;3379;0,247349823;0,214539683;2;3,5
Track and Field -- Outdoor;2007/2008;ND;1841;2210;0,171192115;0,14031746;2;3,5
Golf;2007/2008;ND;762;1239;0,070857355;0,078666667;2;3,5
Soccer;2007/2008;ND;566;610;0,052631579;0,038730159;2;3,5
Tennis;2007/2008;ND;501;297;0,046587316;0,018857143;2;3,5
Cross Country;2007/2008;ND;470;509;0,043704668;0,03231746;2;3,5
Swimming & Diving;2007/2008;ND;254;262;0,023619118;0,016634921;2;3,5
Ice Hockey;2007/2008;ND;203;530;0,018876697;0,033650794;2;3,5
Gymnastics;2007/2008;ND;81;0;0,007532081;0;2;3,5
Wrestling;2007/2008;ND;18;944;0,001673796;0,059936508;2;3,5
Baseball;2007/2008;ND;15;1287;0,00139483;0,081714286;2;3,5
Football -- 11-Player;2007/2008;ND;12;3167;0,001115864;0,201079365;2;3,5
Football -- 9-player;2007/2008;ND;3;1316;0,000278966;0,083555556;2;3,5
Skiing -- Cross Country;2007/2008;ND;0;0;0;0;2;3,5
Bowling;2007/2008;ND;0;0;0;0;2;3,5
Judo;2007/2008;ND;0;0;0;0;2;3,5
Other 1:;2007/2008;ND;0;0;0;0;2;3,5
Fencing;2007/2008;ND;0;0;0;0;2;3,5
Softball -- Fast Pitch;2007/2008;ND;0;0;0;0;2;3,5
Native Youth Olympics;2007/2008;ND;0;0;0;0;2;3,5
Track and Field -- Indoor;2007/2008;ND;0;0;0;0;2;3,5
Other 2:;2007/2008;ND;0;0;0;0;2;3,5
Adapted Floor Hockey;2007/2008;ND;0;0;0;0;2;3,5
Rythmic Gymnastics;2007/2008;ND;0;0;0;0;2;3,5
Soft Tennis;2007/2008;ND;0;0;0;0;2;3,5
Equestrian;2007/2008;ND;0;0;0;0;2;3,5
Snowboarding;2007/2008;ND;0;0;0;0;2;3,5
Heptathlon;2007/2008;ND;0;0;0;0;2;3,5
Decathlon;2007/2008;ND;0;0;0;0;2;3,5
Badminton;2007/2008;ND;0;0;0;0;2;3,5
Lacrosse;2007/2008;ND;0;0;0;0;2;3,5
Canoeing;2007/2008;ND;0;0;0;0;2;3,5
Football -- 8-player;2007/2008;ND;0;0;0;0;2;3,5
Team Tennis;2007/2008;ND;0;0;0;0;2;3,5
